facultyName;universityName;facultyCity;availablePlaces;lastEntranceGrade;candidatesPerPlace;annualTax;facultyProgram;facultyType;authorization;specialization;domainOfLicenseOrMaster;facultyDomain;admissionType;budgetPlaces;taxPlaces
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Tehnologii şi sisteme de telecomunicaţii (în limba engleză);Public;Acreditat;Tehnologii şi sisteme de telecomunicaţii;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Dosar;0;0
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Inginerie economică în domeniul electric, electronic şi energetic (în limba germană);Public;Acreditat;Inginerie economică în domeniul electric, electronic şi energetic;Inginerie și management;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Aerospaţială;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;208;N/A;N/A;3.000 lei;Design aeronautic;Public;Autorizat;Design aeronautic;Inginerie aerospațială;Științe Inginerești;Examen;180;28
Facultatea de Ingineria Sistemelor Biotehnice;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Mecatronica sistemelor biotehnice;Public;Acreditat;Mecatronică;Mecatronică și robotică;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Electrică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;335;N/A;N/A;4.000 lei;Instrumentaţie şi achiziţii de date;Public;Acreditat;Instrumentație și achiziții de date;Inginerie electrică;Științe Inginerești;Examen;285;50
Facultatea de Energetică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;450;N/A;N/A;4.000 lei;Energetică și tehnologii informatice;Public;Acreditat;Informatică industrială;Științe inginerești aplicate;Științe Inginerești;Examen;405;45
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Tehnologii şi sisteme de telecomunicaţii;Public;Acreditat;Tehnologii şi sisteme de telecomunicaţii;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Dosar;0;0
Facultatea de Inginerie Mecanică şi Mecatronică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;245;N/A;N/A;3.000 lei;Sisteme şi echipamente termice;Public;Acreditat;Sisteme şi echipamente termice;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Dosar;145;100
Facultatea de Inginerie Mecanică şi Mecatronică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;180;N/A;N/A;3.000 lei;Mecatronică;Public;Acreditat;Mecatronică;Mecatronică și robotică;Științe Inginerești;Examen;80;100
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Ingineria informaţiei;Public;Acreditat;Ingineria informaţiei;Calculatoare și tehnologia informației;Științe Inginerești;Dosar;0;0
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Inginerie industrială (în limba engleză - Industrial engineering);Public;Autorizat;Inginerie industrială;Inginerie industrială;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Logistică industrială;Public;Autorizat;Logistică industrială;Inginerie industrială;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Mecanică şi Mecatronică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;125;N/A;N/A;3.000 lei;Optometrie;Public;Acreditat;Optometrie;Științe inginerești aplicate;Științe Inginerești;Dosar;25;100
Facultatea de Transporturi;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;95;7.78;N/A;4.000 lei;Autovehicule rutiere;Public;Acreditat;Autovehicule rutiere;Ingineria autovehiculelor;Științe Inginerești;Examen;85;10
Facultatea de Transporturi;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;70;N/A;N/A;4.000 lei;Vehicule pentru transport feroviar;Public;Acreditat;Măsurători terestre şi cadastru;Inginerie geodezică;Științe Inginerești;Examen;60;10
Facultatea de Ştiinţa şi Ingineria Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;60;N/A;N/A;3.000 lei;Inginerie medicală;Public;Acreditat;Inginerie medicală;Științe inginerești aplicate;Științe Inginerești;Examen;60;0
Facultatea de Inginerie Medicală;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;N/A;Biomateriale şi dispozitive medicale;Public;Autorizat;Biomateriale şi dispozitive medicale;Științe inginerești aplicate;Științe Inginerești;Examen;0;0
Facultatea de Chimie Aplicată şi Ştiinţa Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;179;N/A;N/A;3.000 lei;Chimia şi ingineria substanţelor organice, petrochimie şi carbochimie;Public;Acreditat;Chimia şi ingineria substanţelor organice, petrochimie şi carbochimie;Inginerie chimică;Științe Inginerești;Dosar;174;5
Facultatea de Antreprenoriat, Ingineria şi Managementul Afacerilor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;420;N/A;N/A;3.000 lei;Ingineria şi managementul afacerilor;Public;Acreditat;Ingineria şi managementul afacerilor;Inginerie și management;Științe Inginerești;Examen;170;250
Facultatea de Chimie Aplicată şi Ştiinţa Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;55;N/A;N/A;3.000 lei;Ingineria și Protecția Mediului în Industria Chimică și Petrochimică;Public;Acreditat;Ingineria şi protecţia mediului în industria chimică şi petrochimică;Ingineria mediului;Științe Inginerești;Examen;50;5
Facultatea de Antreprenoriat, Ingineria şi Managementul Afacerilor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Inginerie economică în domeniul electric, electronic şi energetic;Public;Acreditat;Inginerie economică în domeniul electric, electronic şi energetic;Inginerie și management;Științe Inginerești;Examen;0;0
Facultatea de Ştiinţe Aplicate;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;140;N/A;N/A;3.000 lei;Matematică şi informatică aplicată în inginerie;Public;Acreditat;Matematică şi informatică aplicată în inginerie;Științe inginerești aplicate;Științe Inginerești;Examen;100;40
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3 lei;Electronică aplicată (în limba germană);Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Ingineria informaţiei (în limba franceză);Public;Acreditat;Ingineria informaţiei;Calculatoare și tehnologia informației;Științe Inginerești;Examen;0;0
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Ingineria informaţiei (în limba engleză);Public;Acreditat;Ingineria informaţiei;Calculatoare și tehnologia informației;Științe Inginerești;Examen;0;0
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Inginerie chimică (în limba engleză);Public;Acreditat;Inginerie chimică;Inginerie chimică;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Aerospaţială;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;208;N/A;N/A;3.000 lei;Inginerie și management aeronautic;Public;Acreditat;Inginerie şi management aeronautic;Inginerie aerospațială;Științe Inginerești;Examen;180;28
Facultatea de Ştiinţa şi Ingineria Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;120;N/A;N/A;3.000 lei;Ingineria elaborării materialelor metalice;Public;Acreditat;Ingineria elaborării materialelor metalice;Ingineria materialelor;Științe Inginerești;Examen;90;30
Facultatea de Inginerie Medicală;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;223;N/A;N/A;4.000 lei;Inginerie medicală;Public;Acreditat;Inginerie medicală;Științe inginerești aplicate;Științe Inginerești;Examen;173;50
Facultatea de Transporturi;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;95;N/A;N/A;4.000 lei;Ingineria sistemelor de propulsie pentru autovehicule;Public;Autorizat;Ingineria sistemelor de propulsie pentru autovehicule;Ingineria autovehiculelor;Științe Inginerești;Examen;85;10
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Informatică aplicată în inginerie industrială;Public;Autorizat;Informatică industrială;Științe inginerești aplicate;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Electrică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;335;N/A;N/A;4.000 lei;Electronică de putere şi acţionări electrice;Public;Acreditat;Electronică de putere şi acţionări electrice;Inginerie electrică;Științe Inginerești;Examen;285;50
Facultatea de Energetică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;450;N/A;N/A;4.000 lei;Ingineria sistemelor electroenergetice;Public;Acreditat;Ingineria sistemelor electroenergetice;Inginerie energetică;Științe Inginerești;Examen;405;45
Facultatea de Energetică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;450;N/A;N/A;4.000 lei;Managementul energiei;Public;Acreditat;Managementul energiei;Inginerie energetică;Științe Inginerești;Examen;405;45
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Sisteme de producție digitale;Public;Acreditat;Maşini-unelte şi sisteme de producţie;Inginerie industrială;Științe Inginerești;Examen;0;0
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Microelectronică, optoelectronică şi nanotehnologii;Public;Acreditat;Microelectronică, optoelectronică şi nanotehnologii;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Reţele şi software de telecomunicaţii;Public;Acreditat;Reţele şi software de telecomunicaţii;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Electronică aplicată;Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Mecanică şi Mecatronică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;145;N/A;N/A;3.000 lei;Design industrial;Public;Autorizat;Design industrial;Inginerie industrială;Științe Inginerești;Dosar;45;100
Facultatea de Inginerie Mecanică şi Mecatronică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;245;N/A;N/A;3.000 lei;Maşini şi sisteme hidraulice şi pneumatice;Public;Acreditat;Maşini şi sisteme hidraulice şi pneumatice;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Dosar;145;100
Facultatea de Ingineria Sistemelor Biotehnice;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;60;N/A;N/A;3.000 lei;Ingineria dezvoltării rurale durabile;Public;Acreditat;Ingineria dezvoltării rurale durabile;Ingineria mediului;Științe Inginerești;Examen;60;0
Facultatea de Ingineria Sistemelor Biotehnice;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;35;N/A;N/A;3.000 lei;Mașini și Instalatii pentru Agricultură și Industria Alimentară – MIAIA;Public;Acreditat;Maşini şi instalaţii pentru agricultură şi industrie alimentară;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Examen;35;0
Facultatea de Chimie Aplicată şi Ştiinţa Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Ştiinţa şi ingineria polimerilor;Public;Acreditat;Ştiinţa şi ingineria polimerilor;Inginerie chimică;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Aerospaţială;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;180;N/A;N/A;3.000 lei;Construcţii aerospaţiale;Public;Acreditat;Construcţii aerospaţiale;Inginerie aerospațială;Științe Inginerești;Examen;0;180
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Electronică aplicată (în limba franceză);Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
Facultatea de Ştiinţa şi Ingineria Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;120;N/A;N/A;3.000 lei;Ingineria procesării materialelor;Public;Acreditat;Ingineria procesării materialelor;Ingineria materialelor;Științe Inginerești;Examen;90;30
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Inginerie economică în domeniul mecanic (în limba germană);Public;Acreditat;Inginerie economică în domeniul mecanic;Inginerie și management;Științe Inginerești;Examen;0;0
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Tehnologia informaţiei;Public;Acreditat;Tehnologia informaţiei;Calculatoare și tehnologia informației;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Electrică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;335;N/A;N/A;4.000 lei;Sisteme electrice;Public;Acreditat;Sisteme electrice;Inginerie electrică;Științe Inginerești;Examen;285;50
Facultatea de Energetică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;450;N/A;N/A;4.000 lei;Energetică și tehnologii de mediu;Public;Acreditat;Ingineria şi protecţia mediului în industrie;Ingineria mediului;Științe Inginerești;Examen;405;45
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Tehnologia construcţiilor de maşini;Public;Acreditat;Tehnologia construcţiilor de maşini;Inginerie industrială;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Ingineria și managementul calității;Public;Acreditat;Ingineria şi managementul calităţii;Inginerie industrială;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Inginerie economică industrială;Public;Acreditat;Inginerie economică industrială;Inginerie și management;Științe Inginerești;Examen;0;0
Facultatea de Ingineria Sistemelor Biotehnice;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;75;N/A;N/A;4.000 lei;Ingineria produselor alimentare;Public;Acreditat;Ingineria produselor alimentare;Ingineria produselor alimentare;Științe Agricole;Examen;60;15
Facultatea de Transporturi;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;160;N/A;N/A;4.000 lei;Ingineria transporturilor şi a traficului;Public;Acreditat;Ingineria transporturilor şi a traficului;Ingineria transporturilor;Științe Inginerești;Examen;140;20
Facultatea de Inginerie Aerospaţială;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;208;N/A;N/A;3.000 lei;Sisteme de propulsie;Public;Acreditat;Sisteme de propulsie;Inginerie aerospațială;Științe Inginerești;Examen;180;28
Facultatea de Chimie Aplicată şi Ştiinţa Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Ingineria şi informatica proceselor chimice şi biochimice;Public;Acreditat;Ingineria şi informatica proceselor chimice şi biochimice;Inginerie chimică;Științe Inginerești;Examen;0;0
Facultatea de Ştiinţa şi Ingineria Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;50;N/A;N/A;3.000 lei;Inginerie economică în industria chimică şi de materiale;Public;Acreditat;Inginerie economică în industria chimică şi de materiale;Inginerie și management;Științe Inginerești;Examen;40;10
Facultatea de Antreprenoriat, Ingineria şi Managementul Afacerilor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;320;6.26;N/A;4.000 lei;Inginerie economică în industria chimică şi de materiale;Public;Acreditat;Inginerie economică în industria chimică şi de materiale;Inginerie și management;Științe Inginerești;Examen;170;150
Facultatea de Chimie Aplicată şi Ştiinţa Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;179;N/A;N/A;3.000 lei;Controlul și expertiza produselor alimentare;Public;Autorizat;Controlul şi expertiza produselor alimentare;Ingineria produselor alimentare;Științe Agricole;Dosar;174;5
Facultatea de Ştiinţe Aplicate;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;140;N/A;N/A;3.000 lei;Inginerie fizică;Public;Acreditat;Inginerie fizică;Științe inginerești aplicate;Științe Inginerești;Examen;100;40
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Electronică aplicată (în limba engleză);Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Automatică şi informatică aplicată;Public;Acreditat;Automatică şi informatică aplicată;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Dosar;0;0
Facultatea de Automatică şi Calculatoare;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;535;N/A;N/A;3.000 lei;Calculatoare;Public;Acreditat;Calculatoare;Calculatoare și tehnologia informației;Științe Inginerești;Examen;310;225
Facultatea de Antreprenoriat, Ingineria şi Managementul Afacerilor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Ingineria și managementul afacerilor- în limba engleză;Public;Autorizat;Ingineria şi managementul afacerilor;Inginerie și management;Științe Inginerești;Examen;0;0
Facultatea de Energetică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;450;N/A;N/A;4.000 lei;Termoenergetică;Public;Acreditat;Termoenergetică;Inginerie energetică;Științe Inginerești;Examen;405;45
Facultatea de Energetică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;450;N/A;N/A;4.000 lei;Energetică şi tehnologii nucleare;Public;Acreditat;Energetică şi tehnologii nucleare;Inginerie energetică;Științe Inginerești;Examen;405;45
Facultatea de Electronică, Telecomunicaţii şi Tehnologia Informaţiei;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Electronică aplicată (în limba engleză);Public;Acreditat;Electronică aplicată;Inginerie electronică, telecomunicații și tehnologii informaționale;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Ingineria sudării;Public;Acreditat;Ingineria sudării;Inginerie industrială;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Mecanică şi Mecatronică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Mecanică fină şi nanotehnologii;Public;Acreditat;Mecanică fină şi nanotehnologii;Ingineria sistemelor și inginerie mecanică;Științe Inginerești;Dosar;0;0
Facultatea de Inginerie Mecanică şi Mecatronică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;145;N/A;N/A;3.000 lei;Inginerie economică în domeniul mecanic;Public;Acreditat;Inginerie economică în domeniul mecanic;Inginerie și management;Științe Inginerești;Dosar;45;100
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Nanotehnologii și sisteme neconvenționale;Public;Acreditat;Nanotehnologii şi sisteme neconvenţionale;Inginerie industrială;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Industrială și Robotică;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Robotică;Public;Acreditat;Robotică;Mecatronică și robotică;Științe Inginerești;Examen;0;0
Facultatea de Inginerie Aerospaţială;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;208;N/A;N/A;3.000 lei;Echipamente şi instalaţii de aviaţie;Public;Acreditat;Echipamente şi instalaţii de aviaţie;Inginerie aerospațială;Științe Inginerești;Examen;180;28
Facultatea de Inginerie Aerospaţială;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;52;N/A;N/A;3.000 lei;Navigaţie aeriană (în limba engleză);Public;Acreditat;Navigaţie aeriană;Inginerie aerospațială;Științe Inginerești;Examen;40;12
Facultatea de Ştiinţa şi Ingineria Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;120;N/A;N/A;3.000 lei;Știința Materialelor;Public;Acreditat;Ştiinţa materialelor;Ingineria materialelor;Științe Inginerești;Examen;90;30
Facultatea de Chimie Aplicată şi Ştiinţa Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Chimie alimentară şi tehnologii biochimice;Public;Acreditat;Chimie alimentară şi tehnologii biochimice;Inginerie chimică;Științe Inginerești;Examen;0;0
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Inginerie Mecanică (în limba engleză);Public;Acreditat;Construcţii civile, industriale şi agricole;Inginerie civilă;Științe Inginerești;Examen;0;0
Facultatea de Inginerie în Limbi Străine;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Inginerie Mecanică (în limba franceză);Public;Acreditat;Ingineria transporturilor şi a traficului;Ingineria transporturilor;Științe Inginerești;Examen;0;0
Facultatea de Chimie Aplicată şi Ştiinţa Materialelor;Universitatea Politehnica din Bucureşti (UPB);Bucuresti, Bucuresti;N/A;N/A;N/A;3.000 lei;Ingineria valorificării deșeurilor;Public;Autorizat;Reconstrucție ecologică;Ingineria mediului;Științe Inginerești;Examen;0;0
Facultatea de Informatică Managerială;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;100;N/A;N/A;12.900 lei;Computer Science for Economics;Public;Acreditat;Informatică economică;Informatică economică;Științe Economice;Examen;0;100
Facultatea de Management-Marketing;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;50;N/A;0.54;4.200 lei;Management IFR;Public;Acreditat;Management;Management;Științe Economice;Examen;0;50
Facultatea de Economia Turismului Intern şi Internaţional;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;150;N/A;0.18;4.200 lei;Economia comerţului, turismului şi serviciilor;Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Examen;0;150
Facultatea de Informatică Managerială;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;250;N/A;0.31;4.200 lei;Informatică economică;Public;Acreditat;Informatică economică;Informatică economică;Științe Economice;Examen;0;250
Facultatea de Relaţii Comerciale şi Financiar - Bancare Interne şi Internaţionale;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;50;N/A;0.06;4.200 lei;Contabilitate şi informatică de gestiune;Public;Acreditat;Contabilitate şi informatică de gestiune;Contabilitate;Științe Economice;Examen;0;50
Facultatea de Relaţii Comerciale şi Financiar - Bancare Interne şi Internaţionale;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;75;N/A;0.04;4.200 lei;Finanţe şi bănci;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;0;75
Facultatea de Management-Marketing;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;25;N/A;0.68;4.200 lei;Marketing IFR;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;0;25
Facultatea de Drept;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;150;N/A;0.19;4.200 lei;Drept;Public;Acreditat;Drept;Drept;Științe Juridice;Examen;0;150
Facultatea de Studii Economice Europene;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;100;N/A;0.08;4.200 lei;Economie și Afaceri Internaționale;Public;Acreditat;Economie şi afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;0;100
Facultatea de Economia Turismului Intern şi Internaţional;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;50;N/A;0.18;4.200 lei;Economia comerţului, turismului şi serviciilor IFR;Public;Acreditat;Economia comerţului, turismului şi serviciilor;Administrarea afacerilor;Științe Economice;Examen;0;50
Facultatea de Relaţii Comerciale şi Financiar - Bancare Interne şi Internaţionale;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;25;N/A;0.56;4.200 lei;Afaceri internaționale IFR;Public;Acreditat;Afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;0;25
Facultatea de Relaţii Comerciale şi Financiar - Bancare Interne şi Internaţionale;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;25;N/A;0.04;4.200 lei;Finanțe și bănci IFR;Public;Acreditat;Finanţe şi bănci;Finanţe;Științe Economice;Examen;0;25
Facultatea de Educație Fizică, Sport și Kinetoterapie;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;50;N/A;0.52;4.200 lei;Educație fizică și sportivă;Public;Acreditat;Educaţie fizică şi sportivă;Educaţie fizică şi sport;Ştiinţa Sportului şi Educaţiei Fizice;Examen;0;50
Facultatea de Relaţii Comerciale şi Financiar - Bancare Interne şi Internaţionale;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;100;N/A;0.13;4.200 lei;Afaceri internaţionale;Public;Acreditat;Afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;0;100
Facultatea de Relaţii Comerciale şi Financiar - Bancare Interne şi Internaţionale;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;50;N/A;0.58;4.200 lei;Afaceri internaţionale (în limba engleză);Public;Acreditat;Afaceri internaţionale;Economie şi afaceri internaţionale;Științe Economice;Examen;0;50
Facultatea de Management-Marketing;Universitatea Româno-Americană din Bucureşti;Bucuresti, Bucuresti;100;N/A;0.17;4.200 lei;Marketing;Public;Acreditat;Marketing;Marketing;Științe Economice;Examen;0;100
